covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),Model,Analysis_Type
C(adv_id)[T.p1],0.09269718401596332,1.0971294566249554,0.20574210006225177,-0.31054992220968614,0.4959442902416128,0.7330437283355825,1.6420480771689072,0.0,0.45055039288466364,0.6523136267889519,0.6163623282464153,claude_35,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p2],-0.3539758732686419,0.7018919015084605,0.21941069050779954,-0.7840129244869933,0.07606117794970951,0.45657014865023354,1.0790285848945644,0.0,-1.6133027631853647,0.10667874652979972,3.2286553163844416,claude_35,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p3],0.06948808666313677,1.0719592905165687,0.20545880700200936,-0.33320377536736745,0.472179948693641,0.7166241489267822,1.6034859029599753,0.0,0.3382093358619433,0.7352054409767289,0.443780651381881,claude_35,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p4],0.09779155235066485,1.1027328990690823,0.20568638317855026,-0.3053463507895989,0.5009294554909286,0.7368681153360148,1.6502543961137373,0.0,0.475440089127217,0.6344733260584827,0.6563685819983752,claude_35,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p5],-0.20685828759986982,0.813134873117604,0.2142476080490211,-0.6267758831498049,0.2130593079500653,0.5343117103112226,1.23745804016696,0.0,-0.9655103713108407,0.33428924381802194,1.580831159734768,claude_35,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p6],0.21252419140133597,1.2367960330325922,0.20348409429144626,-0.1862973048366511,0.6113456876393231,0.8300267873167751,1.8429097117095439,0.0,1.044426554032974,0.2962880833972824,1.7549274921094928,claude_35,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p7],0.19105775764409824,1.2105293673865805,0.20393420760813966,-0.20864594448356974,0.5907614597717662,0.8116825654649489,1.8053626031328558,0.0,0.9368597837750517,0.34883068831443753,1.5194011283634001,claude_35,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p8],-0.10588768213034258,0.8995256752097833,0.21141308164421682,-0.5202497080136336,0.30847434375294835,0.5943721099589482,1.3613465820553095,0.0,-0.5008568122030358,0.6164718990011979,0.697892961971507,claude_35,Baseline_TimeVarying_Cumulative
C(base_id)[T.Humanities],-0.00273948653192827,0.997264262437103,0.1273610658936819,-0.25236258871617745,0.2468836156523209,0.7769629689834466,1.280030128637196,0.0,-0.02150960745111171,0.9828391395991647,0.024972783604389138,claude_35,Baseline_TimeVarying_Cumulative
C(base_id)[T.Legal],0.08623616183775974,1.0900637293633806,0.13543045926290656,-0.1792026607272561,0.35167498440277556,0.8359364707362483,1.4214464563641587,0.0,0.6367560318934783,0.5242837697033456,0.9315802099732574,claude_35,Baseline_TimeVarying_Cumulative
C(base_id)[T.Medical],-0.09765711633570764,0.9069598321553553,0.13364302511461404,-0.3595926323453331,0.1642783996739178,0.6979605947366979,1.1785423752376492,0.0,-0.7307311118702648,0.46494340822238744,1.1048729693022,claude_35,Baseline_TimeVarying_Cumulative
C(base_id)[T.STEM],0.06877916531501585,1.0711996249945734,0.12861844514597512,-0.18330835491863592,0.3208666855486676,0.8325114071670626,1.3783218184279469,0.0,0.5347535125071302,0.592820312624648,0.7543332133354109,claude_35,Baseline_TimeVarying_Cumulative
prompt_to_prompt_drift,-0.78401860529087,0.4565675549721302,3.278582602001661,-7.209922425553744,5.641885214972003,0.0007392144973939567,281.9938366849098,0.0,-0.23913340015048148,0.8110021433894083,0.3022223675555614,claude_35,Baseline_TimeVarying_Cumulative
context_to_prompt_drift,-0.625218447544524,0.5351445147444802,0.8495972469028986,-2.2903984528385894,1.0399615577495411,0.10122611998240416,2.8291082549729825,0.0,-0.7358998040820875,0.46179167650988495,1.1146859251666976,claude_35,Baseline_TimeVarying_Cumulative
cumulative_drift,0.5996609322684182,1.82150108343205,1.3830507819416162,-2.1110687891271094,3.3103906536639456,0.12110845783408448,27.395825661404466,0.0,0.4335783906839454,0.6645946296374079,0.5894534597370191,claude_35,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p1],-0.07632787045699968,0.9265123807166636,0.2851759723861293,-0.6352625055900021,0.48260676467600266,0.5297963955466584,1.6202926234247277,0.0,-0.267651828512577,0.7889673325197601,0.341962528726484,llama_4_maverick,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p2],-0.21792112065342636,0.804188873057642,0.29571436353782554,-0.797510622898749,0.3616683815918962,0.4504489067528429,1.4357227509147208,0.0,-0.7369311319419611,0.4611642307733723,1.11664747714291,llama_4_maverick,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p3],-0.03055257241576118,0.9699094402444974,0.2826103903598845,-0.5844587591779404,0.5233536143464181,0.5574074718612679,1.687677990993148,0.0,-0.10810845410479998,0.9139096620554973,0.12987652976347788,llama_4_maverick,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p4],0.07928434549340327,1.0825120857457704,0.2778723575432307,-0.46533546759056577,0.6239041585773722,0.6279244215600936,1.8661997774735557,0.0,0.285326493769962,0.7753940170053084,0.3669984916915785,llama_4_maverick,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p5],0.23039493158715996,1.2590971689944463,0.27187348089971447,-0.3024672993278187,0.7632571625021386,0.7389926534203375,2.1452522885475824,0.0,0.8474343684595901,0.3967530547443786,1.3336867639564567,llama_4_maverick,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p6],-0.15266388168010694,0.8584182034109987,0.29263044787155,-0.7262090202881707,0.42088125692795686,0.48373936455871425,1.5233033859454024,0.0,-0.5216951372986268,0.6018826109158362,0.7324459586729316,llama_4_maverick,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p7],-0.13025156412946184,0.8778745613904877,0.2888890140922315,-0.6964636272795197,0.4359604990205961,0.4983445233076926,1.546447707343842,0.0,-0.4508706035040757,0.6520828115331048,0.6168729031278924,llama_4_maverick,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p8],0.29650838923218714,1.3451538447578475,0.26820502088200415,-0.22916379216935412,0.8221805706337284,0.7951982755871466,2.275456224714261,0.0,1.1055288534759942,0.2689304990384177,1.8946947163357546,llama_4_maverick,Baseline_TimeVarying_Cumulative
C(base_id)[T.Humanities],-0.027698627267891972,0.9726814623032976,0.19574404797039216,-0.41134991147794125,0.35595265694215733,0.6627549854463126,1.4275399625569805,0.0,-0.14150431420566928,0.8874715520943338,0.1722272202392622,llama_4_maverick,Baseline_TimeVarying_Cumulative
C(base_id)[T.Legal],0.22829811920318643,1.2564598444115722,0.1945925376493661,-0.15309624624982565,0.6096924846561985,0.858047134018252,1.839865524899208,0.0,1.1732110694530025,0.24071117410447346,2.05462497986793,llama_4_maverick,Baseline_TimeVarying_Cumulative
C(base_id)[T.Medical],-0.15867494125767814,0.8532736779628229,0.20937473770562617,-0.569041886433226,0.2516920039178696,0.5660675359486058,1.2861998317640786,0.0,-0.757851415106104,0.44853993851628116,1.1566916447839242,llama_4_maverick,Baseline_TimeVarying_Cumulative
C(base_id)[T.STEM],0.03507698297545933,1.035699436955067,0.18939443242005552,-0.3361292834402547,0.40628324939117333,0.7145307228543741,1.5012277140778174,0.0,0.18520598798629168,0.8530674726095873,0.22926824015558955,llama_4_maverick,Baseline_TimeVarying_Cumulative
prompt_to_prompt_drift,-1.4710209682174251,0.22969085836761555,5.659099866921895,-12.562652892299752,9.620610955864901,3.5003314557857544e-06,15072.255608950307,0.0,-0.2599390367389902,0.7949107990009422,0.3311351175836837,llama_4_maverick,Baseline_TimeVarying_Cumulative
context_to_prompt_drift,2.744396332526247,15.555220916426483,1.6275129232097414,-0.4454703813383487,5.934263046390843,0.6405229151345401,377.76150086372456,0.0,1.6862516379371142,0.0917473417292496,3.446189831596387,llama_4_maverick,Baseline_TimeVarying_Cumulative
cumulative_drift,-0.5106934816596158,0.6000792905025165,3.130062843355844,-6.645503923984107,5.624116960664875,0.001299853225975946,277.02755026025324,0.0,-0.16315758092322658,0.8703943641123324,0.20025887985875276,llama_4_maverick,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p1],-0.021410748179324,0.9788168347553015,0.2459341875510196,-0.5034328983464413,0.4606114019877933,0.6044520714462616,1.58504278711131,0.0,-0.08705885258381287,0.9306247320354378,0.10372856660291428,qwen_max,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p2],0.07249169729610512,1.0751838791197152,0.24384282632082954,-0.4054314601811763,0.5504148547733866,0.6666890989953906,1.7339722153262789,0.0,0.2972886198453349,0.7662461691639239,0.3841201387978419,qwen_max,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p3],-0.015062565251970868,0.9850503077543681,0.24618474278901767,-0.49757579466170226,0.46745066415776054,0.6080027982378341,1.5959204655295205,0.0,-0.061183991669539035,0.9512126786429512,0.07216015010088364,qwen_max,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p4],0.08877504233396828,1.092834787109218,0.24375487886562563,-0.38897574129858153,0.5665258259665181,0.6777507111666882,1.76213444300219,0.0,0.36419801214689596,0.715710151288294,0.4825526525955482,qwen_max,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p5],-0.051400750403403014,0.9498979222694715,0.24619257629987787,-0.5339293332122929,0.43112783240548685,0.5862966826065346,1.5389922704669285,0.0,-0.20878269838970978,0.8346178783793026,0.2608122699331904,qwen_max,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p6],-0.07626583317114034,0.9265698608130145,0.24949166565055786,-0.5652605122891426,0.412728845946862,0.568212101239327,1.5109352741599595,0.0,-0.30568489320985787,0.7598445765514632,0.3962237441856856,qwen_max,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p7],-0.018402486969327617,0.9817658048832849,0.24622573157258226,-0.5009960529186157,0.4641910789799605,0.6059268238549542,1.5907268958748928,0.0,-0.0747382771564756,0.9404229520575905,0.08861834490580346,qwen_max,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p8],0.021990973810112655,1.0222345575455705,0.24332241484650263,-0.45491219592034665,0.498894143540572,0.6345036775138695,1.6468990293874954,0.0,0.0903779202749793,0.9279869019456628,0.107823652283862,qwen_max,Baseline_TimeVarying_Cumulative
C(base_id)[T.Humanities],0.043296105682860735,1.0442470565638426,0.16401099429299187,-0.27815953620000766,0.36475174756572915,0.757176014893924,1.4401564414253338,0.0,0.2639829474206825,0.7917930587952873,0.3368046747604621,qwen_max,Baseline_TimeVarying_Cumulative
C(base_id)[T.Legal],-0.06277455856839821,0.939155174312184,0.18125482630074152,-0.4180274901419149,0.29247837300511853,0.6583441302024988,1.3397437616190975,0.0,-0.3463331699882101,0.7290923432347437,0.4558265441351821,qwen_max,Baseline_TimeVarying_Cumulative
C(base_id)[T.Medical],0.08744804890735912,1.0913855642975894,0.16179915045749918,-0.22967245871851666,0.4045685565332349,0.794793887682423,1.498655775311028,0.0,0.5404728557603252,0.5888709757168351,0.7639765271887372,qwen_max,Baseline_TimeVarying_Cumulative
C(base_id)[T.STEM],-0.05100353223530367,0.9502753139304867,0.1683645259722149,-0.3809919394150034,0.27898487494439606,0.6831833964555409,1.3217873516111578,0.0,-0.3029351458734291,0.7619392865060305,0.39225205064163204,qwen_max,Baseline_TimeVarying_Cumulative
prompt_to_prompt_drift,-4.654783661599746,0.009515971689387141,5.571485073257537,-15.574693745587023,6.265126422387532,1.721854496055509e-07,525.9080683104264,0.0,-0.8354655177920428,0.4034556539913524,1.309517987140695,qwen_max,Baseline_TimeVarying_Cumulative
context_to_prompt_drift,0.13657565111072842,1.1463415965105919,1.7907853711721893,-3.373299180427955,3.646450482649412,0.03427636667794809,38.33834164038998,0.0,0.07626578444815556,0.9392076465910089,0.09048394064082332,qwen_max,Baseline_TimeVarying_Cumulative
cumulative_drift,-0.5545777695704958,0.5743147031534315,3.1971089410530316,-6.820796148685428,5.711640609544437,0.001090852096005724,302.36672731890076,0.0,-0.1734622685043177,0.8622880836290138,0.21375815203695672,qwen_max,Baseline_TimeVarying_Cumulative
