Model,Term,Coefficient_Type,Coefficient,Hazard_Ratio,Standard_Error,Z_Score,P_Value,Lower_CI,Upper_CI,CI_Width,Model_AIC,Model_LogLik,Model_C_Index,N_Observations,N_Events,Significance_Level,Effect_Size_Category,Risk_Direction,Formula,Analysis_Type
gemini_25,C(subject_cluster)[T.STEM]:context_to_prompt_drift,Subject_Cluster,1.154793,3.1734,1.980461,0.5831,0.559831,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(subject_cluster)[T.General_Knowledge]:context_to_prompt_drift,Subject_Cluster,-1.114839,0.328,2.01742,-0.5526,0.580533,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(subject_cluster)[T.Medical_Health],Subject_Cluster,-0.13695,0.872,0.293404,-0.4668,0.640671,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(subject_cluster)[T.Humanities],Subject_Cluster,0.105742,1.1115,0.310972,0.34,0.733829,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(subject_cluster)[T.General_Knowledge],Subject_Cluster,-0.086536,0.9171,0.307727,-0.2812,0.778549,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(subject_cluster)[T.Humanities]:context_to_prompt_drift,Subject_Cluster,-0.581197,0.5592,2.075922,-0.28,0.7795,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Moderate_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(subject_cluster)[T.Law_Legal]:context_to_prompt_drift,Subject_Cluster,-0.477038,0.6206,1.876779,-0.2542,0.799357,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Moderate_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(subject_cluster)[T.Social_Sciences]:context_to_prompt_drift,Subject_Cluster,0.52233,1.686,2.076731,0.2515,0.801415,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Moderate_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(subject_cluster)[T.Medical_Health]:context_to_prompt_drift,Subject_Cluster,0.281737,1.3254,1.859745,0.1515,0.879587,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gemini_25,C(subject_cluster)[T.STEM],Subject_Cluster,0.001509,1.0015,0.31001,0.0049,0.996117,,,,741.5556,-328.7778,0.7136,4808,52,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p3],Adversarial_ID,0.479852,1.6158,0.284693,1.6855,0.09189,,,,1741.5037,-828.7519,0.5755,4376,134,Marginally_Significant,Moderate_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p8]:prompt_to_prompt_drift,Adversarial_ID,15.446271,5107756.0745,13.204436,1.1698,0.24209,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p2],Adversarial_ID,-0.296309,0.7436,0.323825,-0.915,0.360177,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p6],Adversarial_ID,-0.28092,0.7551,0.32822,-0.8559,0.392058,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p3]:prompt_to_prompt_drift,Adversarial_ID,-10.469483,0.0,13.851969,-0.7558,0.449762,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p1],Adversarial_ID,0.218358,1.244,0.293292,0.7445,0.45657,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p7],Adversarial_ID,-0.230916,0.7938,0.321586,-0.7181,0.472725,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p5]:prompt_to_prompt_drift,Adversarial_ID,7.52921,1861.6334,12.538148,0.6005,0.54817,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p4]:prompt_to_prompt_drift,Adversarial_ID,-8.556062,0.0002,15.262797,-0.5606,0.575082,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p2]:prompt_to_prompt_drift,Adversarial_ID,6.812394,909.0442,12.810559,0.5318,0.594879,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p1]:cumulative_drift,Adversarial_ID,3.375722,29.2454,6.392711,0.5281,0.597459,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p3]:cumulative_drift,Adversarial_ID,-3.660666,0.0257,7.065763,-0.5181,0.604399,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p8]:cumulative_drift,Adversarial_ID,-3.41873,0.0328,6.742356,-0.5071,0.612118,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p5]:cumulative_drift,Adversarial_ID,3.033754,20.7751,6.667138,0.455,0.649087,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p4],Adversarial_ID,0.112487,1.1191,0.306681,0.3668,0.713776,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p8],Adversarial_ID,-0.106359,0.8991,0.313108,-0.3397,0.734093,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p5],Adversarial_ID,0.094003,1.0986,0.299347,0.314,0.753501,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p2]:cumulative_drift,Adversarial_ID,1.654805,5.2321,6.407041,0.2583,0.796191,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p7]:prompt_to_prompt_drift,Adversarial_ID,3.089779,21.9722,13.257507,0.2331,0.815716,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p7]:cumulative_drift,Adversarial_ID,0.840513,2.3176,6.313594,0.1331,0.894093,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p6]:prompt_to_prompt_drift,Adversarial_ID,-1.390648,0.2489,13.38754,-0.1039,0.917268,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p4]:cumulative_drift,Adversarial_ID,0.599357,1.8209,7.127394,0.0841,0.932983,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Moderate_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p1]:prompt_to_prompt_drift,Adversarial_ID,-0.87,0.419,12.116238,-0.0718,0.942757,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(adv_id)[T.p6]:cumulative_drift,Adversarial_ID,-0.085665,0.9179,6.883216,-0.0124,0.99007,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(difficulty_level)[T.elementary],Difficulty_Level,-0.241937,0.7851,0.196291,-1.2325,0.217745,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(difficulty_level)[T.professional],Difficulty_Level,0.155281,1.168,0.176894,0.8778,0.38004,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(difficulty_level)[T.high_school],Difficulty_Level,-0.172845,0.8413,0.207717,-0.8321,0.405344,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,context_to_prompt_drift,Drift_Effect,-1.215901,0.2964,1.718644,-0.7075,0.47927,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,prompt_to_prompt_drift,Drift_Effect,-1.91097,0.1479,5.667286,-0.3372,0.735971,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,cumulative_drift,Drift_Effect,-0.468497,0.6259,3.062725,-0.153,0.878424,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Moderate_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(subject_cluster)[T.Humanities],Subject_Cluster,0.414865,1.5142,0.255758,1.6221,0.104782,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Moderate_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(subject_cluster)[T.Medical_Health],Subject_Cluster,0.298732,1.3481,0.244422,1.2222,0.221634,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(subject_cluster)[T.Social_Sciences],Subject_Cluster,0.162953,1.177,0.267127,0.61,0.541848,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(subject_cluster)[T.Social_Sciences]:context_to_prompt_drift,Subject_Cluster,1.423602,4.152,2.679998,0.5312,0.595284,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(subject_cluster)[T.Law_Legal],Subject_Cluster,0.140937,1.1514,0.269691,0.5226,0.601261,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(subject_cluster)[T.General_Knowledge],Subject_Cluster,-0.132815,0.8756,0.277824,-0.4781,0.632612,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(subject_cluster)[T.Medical_Health]:context_to_prompt_drift,Subject_Cluster,-1.186485,0.3053,2.648311,-0.448,0.654142,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(subject_cluster)[T.General_Knowledge]:context_to_prompt_drift,Subject_Cluster,1.154016,3.1709,2.868325,0.4023,0.687441,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(subject_cluster)[T.STEM]:context_to_prompt_drift,Subject_Cluster,1.220022,3.3873,3.300929,0.3696,0.711681,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(subject_cluster)[T.Humanities]:context_to_prompt_drift,Subject_Cluster,-0.952017,0.386,2.715324,-0.3506,0.725882,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(subject_cluster)[T.STEM],Subject_Cluster,-0.065821,0.9363,0.279903,-0.2352,0.814087,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_default,C(subject_cluster)[T.Law_Legal]:context_to_prompt_drift,Subject_Cluster,0.489088,1.6308,2.664107,0.1836,0.85434,,,,1741.5037,-828.7519,0.5755,4376,134,Not_Significant,Moderate_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_oss,C(adv_id)[T.p1],Adversarial_ID,-0.381936,0.6825,0.342126,-1.1164,0.264268,,,,1594.4172,-755.2086,0.4116,4328,122,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_oss,C(adv_id)[T.p8]:cumulative_drift,Adversarial_ID,6.3952,598.9634,6.086227,1.0508,0.293366,,,,1594.4172,-755.2086,0.4116,4328,122,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_oss,C(adv_id)[T.p3],Adversarial_ID,0.297352,1.3463,0.305631,0.9729,0.330597,,,,1594.4172,-755.2086,0.4116,4328,122,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_oss,C(adv_id)[T.p3]:prompt_to_prompt_drift,Adversarial_ID,-10.336135,0.0,12.909013,-0.8007,0.42331,,,,1594.4172,-755.2086,0.4116,4328,122,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_oss,C(adv_id)[T.p4]:cumulative_drift,Adversarial_ID,-4.67741,0.0093,7.080733,-0.6606,0.50888,,,,1594.4172,-755.2086,0.4116,4328,122,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_oss,C(adv_id)[T.p2]:cumulative_drift,Adversarial_ID,-4.382329,0.0125,6.77657,-0.6467,0.517834,,,,1594.4172,-755.2086,0.4116,4328,122,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_oss,C(adv_id)[T.p7]:prompt_to_prompt_drift,Adversarial_ID,-8.862673,0.0001,13.769051,-0.6437,0.519792,,,,1594.4172,-755.2086,0.4116,4328,122,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_oss,C(adv_id)[T.p6]:prompt_to_prompt_drift,Adversarial_ID,-6.77826,0.0011,12.768301,-0.5309,0.595511,,,,1594.4172,-755.2086,0.4116,4328,122,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_oss,C(adv_id)[T.p8]:prompt_to_prompt_drift,Adversarial_ID,-6.912118,0.001,13.157023,-0.5254,0.599336,,,,1594.4172,-755.2086,0.4116,4328,122,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_oss,C(adv_id)[T.p3]:cumulative_drift,Adversarial_ID,3.34404,28.3334,6.484472,0.5157,0.606064,,,,1594.4172,-755.2086,0.4116,4328,122,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_oss,C(adv_id)[T.p6]:cumulative_drift,Adversarial_ID,2.142341,8.5194,6.153765,0.3481,0.727739,,,,1594.4172,-755.2086,0.4116,4328,122,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
gpt_oss,C(adv_id)[T.p7],Adversarial_ID,0.110448,1.1168,0.324385,0.3405,0.733493,,,,1594.4172,-755.2086,0.4116,4328,122,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
